"sample_1","sample_2","dissimilarity","distance","subject_1","site_1","system_1","subject_2","site_2","system_2","comparison"
"002AcLUSw_3","003AcLUSw_3",0.699965963240299,"bray_curtis","S002","Antecubital","Puritan_buffer","S003","Antecubital","Puritan_buffer","Between participants: same site and system"
"003AcCUSw","003AcLUSw_3",0.597685500340368,"bray_curtis","S003","Antecubital","Eswab","S003","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","003AcLUSw_4",0.752552756977536,"bray_curtis","S001","Antecubital","Omni","S003","Antecubital","Omni","Between participants: same site and system"
"002AcLUSw_4","003AcLUSw_4",0.821987746766508,"bray_curtis","S002","Antecubital","Omni","S003","Antecubital","Omni","Between participants: same site and system"
"003AcCUSw","003AcLUSw_4",0.527229407760381,"bray_curtis","S003","Antecubital","Eswab","S003","Antecubital","Omni","Within participant-site: different systems"
"003AcLUSw_3","003AcLUSw_4",0.515146358066712,"bray_curtis","S003","Antecubital","Puritan_buffer","S003","Antecubital","Omni","Within participant-site: different systems"
"001AcRUSw_1","003AcRUSw_1",0.733151803948264,"bray_curtis","S001","Antecubital","Copan","S003","Antecubital","Copan","Between participants: same site and system"
"002AcRUSw_1","003AcRUSw_1",0.639210347174949,"bray_curtis","S002","Antecubital","Copan","S003","Antecubital","Copan","Between participants: same site and system"
"003AcCUSw","003AcRUSw_1",0.488257317903336,"bray_curtis","S003","Antecubital","Eswab","S003","Antecubital","Copan","Within participant-site: different systems"
"003AcLUSw_3","003AcRUSw_1",0.56926480599047,"bray_curtis","S003","Antecubital","Puritan_buffer","S003","Antecubital","Copan","Within participant-site: different systems"
"003AcLUSw_4","003AcRUSw_1",0.453199455411845,"bray_curtis","S003","Antecubital","Omni","S003","Antecubital","Copan","Within participant-site: different systems"
"001AcRUSw_2","003AcRUSw_2",0.653846153846154,"bray_curtis","S001","Antecubital","Puritan_gel","S003","Antecubital","Puritan_gel","Between participants: same site and system"
"002AcRUSw_2","003AcRUSw_2",0.456092579986385,"bray_curtis","S002","Antecubital","Puritan_gel","S003","Antecubital","Puritan_gel","Between participants: same site and system"
"003AcCUSw","003AcRUSw_2",0.536249149081008,"bray_curtis","S003","Antecubital","Eswab","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"003AcLUSw_3","003AcRUSw_2",0.477705922396188,"bray_curtis","S003","Antecubital","Puritan_buffer","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"003AcLUSw_4","003AcRUSw_2",0.619469026548673,"bray_curtis","S003","Antecubital","Omni","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"003AcRUSw_1","003AcRUSw_2",0.536589516678012,"bray_curtis","S003","Antecubital","Copan","S003","Antecubital","Puritan_gel","Within participant-site: different systems"
"001FhCUSw","003FhCUSw",0.78284547311096,"bray_curtis","S001","Forehead","Eswab","S003","Forehead","Eswab","Between participants: same site and system"
"002FhCUSw","003FhCUSw",0.790844111640572,"bray_curtis","S002","Forehead","Eswab","S003","Forehead","Eswab","Between participants: same site and system"
"003AcCUSw","003FhCUSw",0.692818243703199,"bray_curtis","S003","Antecubital","Eswab","S003","Forehead","Eswab","Within participant: different sites, same system"
"001FhLUSw_3","003FhLUSw_3",0.974642614023145,"bray_curtis","S001","Forehead","Puritan_buffer","S003","Forehead","Puritan_buffer","Between participants: same site and system"
"002FhLUSw_3","003FhLUSw_3",0.989788972089857,"bray_curtis","S002","Forehead","Puritan_buffer","S003","Forehead","Puritan_buffer","Between participants: same site and system"
"003AcLUSw_3","003FhLUSw_3",0.996766507828455,"bray_curtis","S003","Antecubital","Puritan_buffer","S003","Forehead","Puritan_buffer","Within participant: different sites, same system"
"003FhCUSw","003FhLUSw_3",0.378318584070796,"bray_curtis","S003","Forehead","Eswab","S003","Forehead","Puritan_buffer","Within participant-site: different systems"
"001FhLUSw_4","003FhLUSw_4",0.899931926480599,"bray_curtis","S001","Forehead","Omni","S003","Forehead","Omni","Between participants: same site and system"
"002FhLUSw_4","003FhLUSw_4",0.940946221919673,"bray_curtis","S002","Forehead","Omni","S003","Forehead","Omni","Between participants: same site and system"
"003AcLUSw_4","003FhLUSw_4",0.907590197413206,"bray_curtis","S003","Antecubital","Omni","S003","Forehead","Omni","Within participant: different sites, same system"
"003FhCUSw","003FhLUSw_4",0.328624914908101,"bray_curtis","S003","Forehead","Eswab","S003","Forehead","Omni","Within participant-site: different systems"
"003FhLUSw_3","003FhLUSw_4",0.181926480599047,"bray_curtis","S003","Forehead","Puritan_buffer","S003","Forehead","Omni","Within participant-site: different systems"
"001FhRUSw_1","003FhRUSw_1",0.914737916950306,"bray_curtis","S001","Forehead","Copan","S003","Forehead","Copan","Between participants: same site and system"
"002FhRUSw_1","003FhRUSw_1",0.90639891082369,"bray_curtis","S002","Forehead","Copan","S003","Forehead","Copan","Between participants: same site and system"
"003AcRUSw_1","003FhRUSw_1",0.878999319264806,"bray_curtis","S003","Antecubital","Copan","S003","Forehead","Copan","Within participant: different sites, same system"
"003FhCUSw","003FhRUSw_1",0.304628999319265,"bray_curtis","S003","Forehead","Eswab","S003","Forehead","Copan","Within participant-site: different systems"
"003FhLUSw_3","003FhRUSw_1",0.0971749489448605,"bray_curtis","S003","Forehead","Puritan_buffer","S003","Forehead","Copan","Within participant-site: different systems"
"003FhLUSw_4","003FhRUSw_1",0.123383253914227,"bray_curtis","S003","Forehead","Omni","S003","Forehead","Copan","Within participant-site: different systems"
"001FhRUSw_2","003FhRUSw_2",0.98859768550034,"bray_curtis","S001","Forehead","Puritan_gel","S003","Forehead","Puritan_gel","Between participants: same site and system"
"002FhRUSw_2","003FhRUSw_2",0.989788972089857,"bray_curtis","S002","Forehead","Puritan_gel","S003","Forehead","Puritan_gel","Between participants: same site and system"
"003AcRUSw_2","003FhRUSw_2",0.989788972089857,"bray_curtis","S003","Antecubital","Puritan_gel","S003","Forehead","Puritan_gel","Within participant: different sites, same system"
"003FhCUSw","003FhRUSw_2",0.382062627637849,"bray_curtis","S003","Forehead","Eswab","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"003FhLUSw_3","003FhRUSw_2",0.0263784887678693,"bray_curtis","S003","Forehead","Puritan_buffer","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"003FhLUSw_4","003FhRUSw_2",0.202348536419333,"bray_curtis","S003","Forehead","Omni","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"003FhRUSw_1","003FhRUSw_2",0.107045609257999,"bray_curtis","S003","Forehead","Copan","S003","Forehead","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","004AcCUSw",0.847685500340368,"bray_curtis","S001","Antecubital","Eswab","S004","Antecubital","Eswab","Between participants: same site and system"
"002AcCUSw","004AcCUSw",0.875085091899251,"bray_curtis","S002","Antecubital","Eswab","S004","Antecubital","Eswab","Between participants: same site and system"
"003AcCUSw","004AcCUSw",0.81143635125936,"bray_curtis","S003","Antecubital","Eswab","S004","Antecubital","Eswab","Between participants: same site and system"
"001AcLUSw_3","004AcLUSw_3",0.946051735874745,"bray_curtis","S001","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_buffer","Between participants: same site and system"
"002AcLUSw_3","004AcLUSw_3",0.957964601769911,"bray_curtis","S002","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_buffer","Between participants: same site and system"
"003AcLUSw_3","004AcLUSw_3",0.942988427501702,"bray_curtis","S003","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_buffer","Between participants: same site and system"
"004AcCUSw","004AcLUSw_3",0.646698434309054,"bray_curtis","S004","Antecubital","Eswab","S004","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","004AcLUSw_4",0.945200816882233,"bray_curtis","S001","Antecubital","Omni","S004","Antecubital","Omni","Between participants: same site and system"
"002AcLUSw_4","004AcLUSw_4",0.949625595643295,"bray_curtis","S002","Antecubital","Omni","S004","Antecubital","Omni","Between participants: same site and system"
"003AcLUSw_4","004AcLUSw_4",0.860959836623553,"bray_curtis","S003","Antecubital","Omni","S004","Antecubital","Omni","Between participants: same site and system"
"004AcCUSw","004AcLUSw_4",0.567733151803948,"bray_curtis","S004","Antecubital","Eswab","S004","Antecubital","Omni","Within participant-site: different systems"
"004AcLUSw_3","004AcLUSw_4",0.54714091218516,"bray_curtis","S004","Antecubital","Puritan_buffer","S004","Antecubital","Omni","Within participant-site: different systems"
"001AcRUSw_1","004AcRUSw_1",0.917290673927842,"bray_curtis","S001","Antecubital","Copan","S004","Antecubital","Copan","Between participants: same site and system"
"002AcRUSw_1","004AcRUSw_1",0.936010891763104,"bray_curtis","S002","Antecubital","Copan","S004","Antecubital","Copan","Between participants: same site and system"
"003AcRUSw_1","004AcRUSw_1",0.848536419332879,"bray_curtis","S003","Antecubital","Copan","S004","Antecubital","Copan","Between participants: same site and system"
"004AcCUSw","004AcRUSw_1",0.654697072838666,"bray_curtis","S004","Antecubital","Eswab","S004","Antecubital","Copan","Within participant-site: different systems"
"004AcLUSw_3","004AcRUSw_1",0.672736555479918,"bray_curtis","S004","Antecubital","Puritan_buffer","S004","Antecubital","Copan","Within participant-site: different systems"
"004AcLUSw_4","004AcRUSw_1",0.528080326752893,"bray_curtis","S004","Antecubital","Omni","S004","Antecubital","Copan","Within participant-site: different systems"
"001AcRUSw_2","004AcRUSw_2",0.874234172906739,"bray_curtis","S001","Antecubital","Puritan_gel","S004","Antecubital","Puritan_gel","Between participants: same site and system"
"002AcRUSw_2","004AcRUSw_2",0.891082368958475,"bray_curtis","S002","Antecubital","Puritan_gel","S004","Antecubital","Puritan_gel","Between participants: same site and system"
"003AcRUSw_2","004AcRUSw_2",0.880871341048332,"bray_curtis","S003","Antecubital","Puritan_gel","S004","Antecubital","Puritan_gel","Between participants: same site and system"
"004AcCUSw","004AcRUSw_2",0.676310415248468,"bray_curtis","S004","Antecubital","Eswab","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"004AcLUSw_3","004AcRUSw_2",0.656228727025187,"bray_curtis","S004","Antecubital","Puritan_buffer","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"004AcLUSw_4","004AcRUSw_2",0.617086453369639,"bray_curtis","S004","Antecubital","Omni","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"004AcRUSw_1","004AcRUSw_2",0.569605173587474,"bray_curtis","S004","Antecubital","Copan","S004","Antecubital","Puritan_gel","Within participant-site: different systems"
"001FhCUSw","004FhCUSw",0.165588835942818,"bray_curtis","S001","Forehead","Eswab","S004","Forehead","Eswab","Between participants: same site and system"
"002FhCUSw","004FhCUSw",0.172566371681416,"bray_curtis","S002","Forehead","Eswab","S004","Forehead","Eswab","Between participants: same site and system"
"003FhCUSw","004FhCUSw",0.772974812797822,"bray_curtis","S003","Forehead","Eswab","S004","Forehead","Eswab","Between participants: same site and system"
"004AcCUSw","004FhCUSw",0.855173587474472,"bray_curtis","S004","Antecubital","Eswab","S004","Forehead","Eswab","Within participant: different sites, same system"
"001FhLUSw_3","004FhLUSw_3",0.778420694349898,"bray_curtis","S001","Forehead","Puritan_buffer","S004","Forehead","Puritan_buffer","Between participants: same site and system"
"002FhLUSw_3","004FhLUSw_3",0.819094622191967,"bray_curtis","S002","Forehead","Puritan_buffer","S004","Forehead","Puritan_buffer","Between participants: same site and system"
"003FhLUSw_3","004FhLUSw_3",0.979918311776719,"bray_curtis","S003","Forehead","Puritan_buffer","S004","Forehead","Puritan_buffer","Between participants: same site and system"
"004AcLUSw_3","004FhLUSw_3",0.805479918311777,"bray_curtis","S004","Antecubital","Puritan_buffer","S004","Forehead","Puritan_buffer","Within participant: different sites, same system"
"004FhCUSw","004FhLUSw_3",0.723110959836624,"bray_curtis","S004","Forehead","Eswab","S004","Forehead","Puritan_buffer","Within participant-site: different systems"
"001FhLUSw_4","004FhLUSw_4",0.766337644656229,"bray_curtis","S001","Forehead","Omni","S004","Forehead","Omni","Between participants: same site and system"
"002FhLUSw_4","004FhLUSw_4",0.797481279782165,"bray_curtis","S002","Forehead","Omni","S004","Forehead","Omni","Between participants: same site and system"
"003FhLUSw_4","004FhLUSw_4",0.925459496255956,"bray_curtis","S003","Forehead","Omni","S004","Forehead","Omni","Between participants: same site and system"
"004AcLUSw_4","004FhLUSw_4",0.650782845473111,"bray_curtis","S004","Antecubital","Omni","S004","Forehead","Omni","Within participant: different sites, same system"
"004FhCUSw","004FhLUSw_4",0.702688904016338,"bray_curtis","S004","Forehead","Eswab","S004","Forehead","Omni","Within participant-site: different systems"
"004FhLUSw_3","004FhLUSw_4",0.232811436351259,"bray_curtis","S004","Forehead","Puritan_buffer","S004","Forehead","Omni","Within participant-site: different systems"
"001FhRUSw_1","004FhRUSw_1",0.708645336963921,"bray_curtis","S001","Forehead","Copan","S004","Forehead","Copan","Between participants: same site and system"
"002FhRUSw_1","004FhRUSw_1",0.710857726344452,"bray_curtis","S002","Forehead","Copan","S004","Forehead","Copan","Between participants: same site and system"
"003FhRUSw_1","004FhRUSw_1",0.922906739278421,"bray_curtis","S003","Forehead","Copan","S004","Forehead","Copan","Between participants: same site and system"
"004AcRUSw_1","004FhRUSw_1",0.675289312457454,"bray_curtis","S004","Antecubital","Copan","S004","Forehead","Copan","Within participant: different sites, same system"
"004FhCUSw","004FhRUSw_1",0.638019060585432,"bray_curtis","S004","Forehead","Eswab","S004","Forehead","Copan","Within participant-site: different systems"
"004FhLUSw_3","004FhRUSw_1",0.353301565690946,"bray_curtis","S004","Forehead","Puritan_buffer","S004","Forehead","Copan","Within participant-site: different systems"
"004FhLUSw_4","004FhRUSw_1",0.362321307011573,"bray_curtis","S004","Forehead","Omni","S004","Forehead","Copan","Within participant-site: different systems"
"001FhRUSw_2","004FhRUSw_2",0.744554118447924,"bray_curtis","S001","Forehead","Puritan_gel","S004","Forehead","Puritan_gel","Between participants: same site and system"
"002FhRUSw_2","004FhRUSw_2",0.752382573179033,"bray_curtis","S002","Forehead","Puritan_gel","S004","Forehead","Puritan_gel","Between participants: same site and system"
"003FhRUSw_2","004FhRUSw_2",0.989788972089857,"bray_curtis","S003","Forehead","Puritan_gel","S004","Forehead","Puritan_gel","Between participants: same site and system"
"004AcRUSw_2","004FhRUSw_2",0.728727025187202,"bray_curtis","S004","Antecubital","Puritan_gel","S004","Forehead","Puritan_gel","Within participant: different sites, same system"
"004FhCUSw","004FhRUSw_2",0.682266848196052,"bray_curtis","S004","Forehead","Eswab","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"004FhLUSw_3","004FhRUSw_2",0.30496936691627,"bray_curtis","S004","Forehead","Puritan_buffer","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"004FhLUSw_4","004FhRUSw_2",0.283015656909462,"bray_curtis","S004","Forehead","Omni","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"004FhRUSw_1","004FhRUSw_2",0.331177671885636,"bray_curtis","S004","Forehead","Copan","S004","Forehead","Puritan_gel","Within participant-site: different systems"
"001AcCUSw","005AcCUSw",0.957283866575902,"bray_curtis","S001","Antecubital","Eswab","S005","Antecubital","Eswab","Between participants: same site and system"
"002AcCUSw","005AcCUSw",0.961198093941457,"bray_curtis","S002","Antecubital","Eswab","S005","Antecubital","Eswab","Between participants: same site and system"
"003AcCUSw","005AcCUSw",0.935330156569095,"bray_curtis","S003","Antecubital","Eswab","S005","Antecubital","Eswab","Between participants: same site and system"
"004AcCUSw","005AcCUSw",0.958815520762423,"bray_curtis","S004","Antecubital","Eswab","S005","Antecubital","Eswab","Between participants: same site and system"
"001AcLUSw_3","005AcLUSw_3",0.921204901293397,"bray_curtis","S001","Antecubital","Puritan_buffer","S005","Antecubital","Puritan_buffer","Between participants: same site and system"
"002AcLUSw_3","005AcLUSw_3",0.87712729748128,"bray_curtis","S002","Antecubital","Puritan_buffer","S005","Antecubital","Puritan_buffer","Between participants: same site and system"
"003AcLUSw_3","005AcLUSw_3",0.962389380530973,"bray_curtis","S003","Antecubital","Puritan_buffer","S005","Antecubital","Puritan_buffer","Between participants: same site and system"
"004AcLUSw_3","005AcLUSw_3",0.979067392784207,"bray_curtis","S004","Antecubital","Puritan_buffer","S005","Antecubital","Puritan_buffer","Between participants: same site and system"
"005AcCUSw","005AcLUSw_3",0.316541865214432,"bray_curtis","S005","Antecubital","Eswab","S005","Antecubital","Puritan_buffer","Within participant-site: different systems"
"001AcLUSw_4","005AcLUSw_4",0.884955752212389,"bray_curtis","S001","Antecubital","Omni","S005","Antecubital","Omni","Between participants: same site and system"
"002AcLUSw_4","005AcLUSw_4",0.882743362831858,"bray_curtis","S002","Antecubital","Omni","S005","Antecubital","Omni","Between participants: same site and system"
"003AcLUSw_4","005AcLUSw_4",0.89074200136147,"bray_curtis","S003","Antecubital","Omni","S005","Antecubital","Omni","Between participants: same site and system"
"004AcLUSw_4","005AcLUSw_4",0.975833900612662,"bray_curtis","S004","Antecubital","Omni","S005","Antecubital","Omni","Between participants: same site and system"
"005AcCUSw","005AcLUSw_4",0.509870660313138,"bray_curtis","S005","Antecubital","Eswab","S005","Antecubital","Omni","Within participant-site: different systems"
"005AcLUSw_3","005AcLUSw_4",0.353131381892444,"bray_curtis","S005","Antecubital","Puritan_buffer","S005","Antecubital","Omni","Within participant-site: different systems"
"001AcRUSw_1","005AcRUSw_1",0.965793056501021,"bray_curtis","S001","Antecubital","Copan","S005","Antecubital","Copan","Between participants: same site and system"
"002AcRUSw_1","005AcRUSw_1",0.947923757658271,"bray_curtis","S002","Antecubital","Copan","S005","Antecubital","Copan","Between participants: same site and system"
"003AcRUSw_1","005AcRUSw_1",0.846324029952349,"bray_curtis","S003","Antecubital","Copan","S005","Antecubital","Copan","Between participants: same site and system"
"004AcRUSw_1","005AcRUSw_1",0.964771953710007,"bray_curtis","S004","Antecubital","Copan","S005","Antecubital","Copan","Between participants: same site and system"
"005AcCUSw","005AcRUSw_1",0.491320626276379,"bray_curtis","S005","Antecubital","Eswab","S005","Antecubital","Copan","Within participant-site: different systems"
"005AcLUSw_3","005AcRUSw_1",0.688053097345133,"bray_curtis","S005","Antecubital","Puritan_buffer","S005","Antecubital","Copan","Within participant-site: different systems"
"005AcLUSw_4","005AcRUSw_1",0.853641933287951,"bray_curtis","S005","Antecubital","Omni","S005","Antecubital","Copan","Within participant-site: different systems"
"001AcRUSw_2","005AcRUSw_2",0.980769230769231,"bray_curtis","S001","Antecubital","Puritan_gel","S005","Antecubital","Puritan_gel","Between participants: same site and system"
"002AcRUSw_2","005AcRUSw_2",0.956943498978897,"bray_curtis","S002","Antecubital","Puritan_gel","S005","Antecubital","Puritan_gel","Between participants: same site and system"
"003AcRUSw_2","005AcRUSw_2",0.901633764465623,"bray_curtis","S003","Antecubital","Puritan_gel","S005","Antecubital","Puritan_gel","Between participants: same site and system"
"004AcRUSw_2","005AcRUSw_2",0.987746766507828,"bray_curtis","S004","Antecubital","Puritan_gel","S005","Antecubital","Puritan_gel","Between participants: same site and system"
"005AcCUSw","005AcRUSw_2",0.491490810074881,"bray_curtis","S005","Antecubital","Eswab","S005","Antecubital","Puritan_gel","Within participant-site: different systems"
"005AcLUSw_3","005AcRUSw_2",0.686861810755616,"bray_curtis","S005","Antecubital","Puritan_buffer","S005","Antecubital","Puritan_gel","Within participant-site: different systems"
"005AcLUSw_4","005AcRUSw_2",0.850748808713411,"bray_curtis","S005","Antecubital","Omni","S005","Antecubital","Puritan_gel","Within participant-site: different systems"
"005AcRUSw_1","005AcRUSw_2",0.181756296800545,"bray_curtis","S005","Antecubital","Copan","S005","Antecubital","Puritan_gel","Within participant-site: different systems"
"001FhCUSw","005FhCUSw",0.634785568413887,"bray_curtis","S001","Forehead","Eswab","S005","Forehead","Eswab","Between participants: same site and system"
"002FhCUSw","005FhCUSw",0.640571817562968,"bray_curtis","S002","Forehead","Eswab","S005","Forehead","Eswab","Between participants: same site and system"
"003FhCUSw","005FhCUSw",0.707454050374404,"bray_curtis","S003","Forehead","Eswab","S005","Forehead","Eswab","Between participants: same site and system"
"004FhCUSw","005FhCUSw",0.625255275697754,"bray_curtis","S004","Forehead","Eswab","S005","Forehead","Eswab","Between participants: same site and system"
"005AcCUSw","005FhCUSw",0.925119128658952,"bray_curtis","S005","Antecubital","Eswab","S005","Forehead","Eswab","Within participant: different sites, same system"
"001FhLUSw_3","005FhLUSw_3",0.521613342409803,"bray_curtis","S001","Forehead","Puritan_buffer","S005","Forehead","Puritan_buffer","Between participants: same site and system"
"002FhLUSw_3","005FhLUSw_3",0.55071477195371,"bray_curtis","S002","Forehead","Puritan_buffer","S005","Forehead","Puritan_buffer","Between participants: same site and system"
"003FhLUSw_3","005FhLUSw_3",0.972260040844112,"bray_curtis","S003","Forehead","Puritan_buffer","S005","Forehead","Puritan_buffer","Between participants: same site and system"
"004FhLUSw_3","005FhLUSw_3",0.776548672566372,"bray_curtis","S004","Forehead","Puritan_buffer","S005","Forehead","Puritan_buffer","Between participants: same site and system"
"005AcLUSw_3","005FhLUSw_3",0.730599046970728,"bray_curtis","S005","Antecubital","Puritan_buffer","S005","Forehead","Puritan_buffer","Within participant: different sites, same system"
"005FhCUSw","005FhLUSw_3",0.605343771272975,"bray_curtis","S005","Forehead","Eswab","S005","Forehead","Puritan_buffer","Within participant-site: different systems"
"001FhLUSw_4","005FhLUSw_4",0.632402995234854,"bray_curtis","S001","Forehead","Omni","S005","Forehead","Omni","Between participants: same site and system"
"002FhLUSw_4","005FhLUSw_4",0.636657590197413,"bray_curtis","S002","Forehead","Omni","S005","Forehead","Omni","Between participants: same site and system"
"003FhLUSw_4","005FhLUSw_4",0.945881552076242,"bray_curtis","S003","Forehead","Omni","S005","Forehead","Omni","Between participants: same site and system"
"004FhLUSw_4","005FhLUSw_4",0.801225323349217,"bray_curtis","S004","Forehead","Omni","S005","Forehead","Omni","Between participants: same site and system"
"005AcLUSw_4","005FhLUSw_4",0.926820966643976,"bray_curtis","S005","Antecubital","Omni","S005","Forehead","Omni","Within participant: different sites, same system"
"005FhCUSw","005FhLUSw_4",0.584921715452689,"bray_curtis","S005","Forehead","Eswab","S005","Forehead","Omni","Within participant-site: different systems"
"005FhLUSw_3","005FhLUSw_4",0.594792375765827,"bray_curtis","S005","Forehead","Puritan_buffer","S005","Forehead","Omni","Within participant-site: different systems"
"001FhRUSw_1","005FhRUSw_1",0.245234853641933,"bray_curtis","S001","Forehead","Copan","S005","Forehead","Copan","Between participants: same site and system"
"002FhRUSw_1","005FhRUSw_1",0.230769230769231,"bray_curtis","S002","Forehead","Copan","S005","Forehead","Copan","Between participants: same site and system"
"003FhRUSw_1","005FhRUSw_1",0.91354663036079,"bray_curtis","S003","Forehead","Copan","S005","Forehead","Copan","Between participants: same site and system"
"004FhRUSw_1","005FhRUSw_1",0.705071477195371,"bray_curtis","S004","Forehead","Copan","S005","Forehead","Copan","Between participants: same site and system"
"005AcRUSw_1","005FhRUSw_1",0.937202178352621,"bray_curtis","S005","Antecubital","Copan","S005","Forehead","Copan","Within participant: different sites, same system"
"005FhCUSw","005FhRUSw_1",0.593260721579306,"bray_curtis","S005","Forehead","Eswab","S005","Forehead","Copan","Within participant-site: different systems"
"005FhLUSw_3","005FhRUSw_1",0.42001361470388,"bray_curtis","S005","Forehead","Puritan_buffer","S005","Forehead","Copan","Within participant-site: different systems"
"005FhLUSw_4","005FhRUSw_1",0.595302927161334,"bray_curtis","S005","Forehead","Omni","S005","Forehead","Copan","Within participant-site: different systems"
"001FhRUSw_2","005FhRUSw_2",0.428012253233492,"bray_curtis","S001","Forehead","Puritan_gel","S005","Forehead","Puritan_gel","Between participants: same site and system"
"002FhRUSw_2","005FhRUSw_2",0.413886997957794,"bray_curtis","S002","Forehead","Puritan_gel","S005","Forehead","Puritan_gel","Between participants: same site and system"
"003FhRUSw_2","005FhRUSw_2",0.987576582709326,"bray_curtis","S003","Forehead","Puritan_gel","S005","Forehead","Puritan_gel","Between participants: same site and system"
"004FhRUSw_2","005FhRUSw_2",0.747617426820967,"bray_curtis","S004","Forehead","Puritan_gel","S005","Forehead","Puritan_gel","Between participants: same site and system"
"005AcRUSw_2","005FhRUSw_2",0.919162695711368,"bray_curtis","S005","Antecubital","Puritan_gel","S005","Forehead","Puritan_gel","Within participant: different sites, same system"
"005FhCUSw","005FhRUSw_2",0.584070796460177,"bray_curtis","S005","Forehead","Eswab","S005","Forehead","Puritan_gel","Within participant-site: different systems"
"005FhLUSw_3","005FhRUSw_2",0.314840027229408,"bray_curtis","S005","Forehead","Puritan_buffer","S005","Forehead","Puritan_gel","Within participant-site: different systems"
"005FhLUSw_4","005FhRUSw_2",0.596664397549353,"bray_curtis","S005","Forehead","Omni","S005","Forehead","Puritan_gel","Within participant-site: different systems"
"005FhRUSw_1","005FhRUSw_2",0.281143635125936,"bray_curtis","S005","Forehead","Copan","S005","Forehead","Puritan_gel","Within participant-site: different systems"
