"Type 1","Type 2","Type 3","Type 4","Type 5","taxon_id","Genus","subset","filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"81e7661c8ebb6e0fc435211e9aa6a47c","Kocuria","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"443fb2d16fc7d839c24c5a7a7826dec6","Rothia","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"07f823ed91fe424a88e175a9101db80f","Kytococcus","Antecubital fossa","No abundance filtering"
FALSE,TRUE,TRUE,TRUE,TRUE,"db1e0886cb9529333a47b8ff4347c63b","Intrasporangiaceae_f","Antecubital fossa","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"21673413c8312614eaf4f3f0e9ac6eba","Knoellia","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,TRUE,"873b0b68e099323e1d2ca5d17606a11d","Pseudoclavibacter","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"e3cf88a0fc4731af23d477c14f7f8de6","Galbitalea","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"46b0ba5afe1e2b9268573006c628405a","Plantibacter","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"bff2858a173d483d7604323d8fc9a6e9","Diaminobutyricimonas","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"9ac455d7d7a26fed46036043403628e6","Agrococcus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"c123804c63e25b6390ad734e64c31e6c","Microbacterium","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"f889bb2bb25f73012084bb11ae950a17","Microbacteriaceae_f","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,TRUE,"0db1ad2d6b4b45fa3e3e40aa9f5ee692","Janibacter","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"2babd2316a955b8126c1d574928eded1","Arsenicicoccus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"79efcc373159c11685c8a7343b8e0cd9","Ornithinicoccus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"cbb091b5e5b0289d04c52c93172f0400","Ornithinimicrobium","Antecubital fossa","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,TRUE,"978d54ee5abc9bf229fa247683b8d7f2","Dermabacter","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,TRUE,"f5f63b20073a5689ec99521de809cfa9","Brachybacterium","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"9fb4d1ef56025a3efd044096543a3686","Leucobacter","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"aa84576af3343730c84146140496a807","Calidifontibacter","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"2bec1063c452ea81ad6d1f8ea021d50d","Yimella","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"041a808460c3e20eb708113a5ae6533d","Mobilicoccus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"f88845e22ed4975c40c05e8f527554b3","Piscicoccus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"73664aa4932bcfe5379274e489d0bf1c","Micrococcus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,TRUE,"4961a9855736776cbb628fcf27ee7f72","Actinobacteria_c","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"8c78f224069832cd7fd7e9efcf616ab9","Dermacoccus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"13b8688bc0b096a8da1566d3bb25a9db","Williamsia","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"1a917b265c943f0b7fe898239bb29ed5","Millisia","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"0de497e4baa9d071845afc073d10fba6","Gordonia","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"a1d949f27725f089c27c233027c5f692","Rhodococcus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"e582ed5906dc643509303e1e7de0e8e9","Actinomycetospora","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"a8ebe6695f3741b63f135708fa4c894d","Pseudonocardia","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"f7734641299f704d4883f5df11e8e3ab","Nocardia","Antecubital fossa","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,FALSE,"78f43f7e335424a99400a11453add8ab","Tsukamurella","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"33a077fde7c403e6b08c5b967e3df0a1","Mycobacterium","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"daca34875367c76ab8b8452940d60fdf","Dietzia","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"0df52bde0ac287bb20a6c5a9a66201f2","Lawsonella","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"8de58ef371630c3e4c24d74a8f7ecf2a","Corynebacteriaceae","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"04ae6d4e93605dc0fd87868b6069bbbf","Corynebacteriaceae_f","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"b5abf1472c7313362f3234de5c1a8efa","Corynebacterium","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"3859ddfb4885964844ff7ada513a2597","Microlunatus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"892feb56530bc24bd758934e83f18b92","Micropruina","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"c456d3718aa91dcf3ef7d19a8499d593","Naumannella","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,TRUE,"c14e1054ccbbabd5f6ed8a6dab092c54","Marinilutecoccus","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"5d3f0656e47a33688c5d82c089cee67a","Mobiluncus","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"39b80e4af59dd44a181b5a148a6f8a0d","Actinomycetaceae","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,TRUE,"ada74c108a4de9611526f0c0c7ad4fc9","Actinomyces","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"10338681707ca5771140ff6bd4937dd3","Georgenia","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"856925f916eba95f669698c572f88d93","Propionibacteriaceae_f","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"2c38d9d5742202da694d4721608fd637","Cutibacterium","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"e8a982d893c071c22434b8c9bdcaa162","Propionibacterium","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"82e8fc4d3afec356107df3637c36de02","Pseudopropionibacterium","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"01cef7193e22002921dd48ed9ba9882b","Antricoccus","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"30e001262d5e22bc9879c1a6b14058cc","Nakamurella","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"963569a5bb9a8b1e06a8096993b64a24","Acidobacteriaceae_(Subgroup_1)_f","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"11aa9d4b0a51ee2a4e2a067c3db710f6","JGI_0001001-H03","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"5cbed13e671ef6879845c96f0efcfcae","Aridibacter","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"c67f047c0ed1a8beade5ac9b982881e5","Oscillospiraceae_f","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,TRUE,"f7c6068b3dede3a9d48719319aa5cc1e","Dorea","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"0cdb0219ef84707001971bd8592d6a11","Lachnospiraceae_NK4A136_group","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"69ff34f58e584c0b1b02a7bcfdf855fd","Lachnoanaerobaculum","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"72558b780028629aa73abc3c75849338","Anaerococcus","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"f3c298b72522fa8756d13ae50332f012","Finegoldia","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,TRUE,"f62c486b44892e1e1254d83edcef4f0b","Parvimonas","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"545e02d32bf168637a36e7689eb58894","Ezakiella","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"3647fcaddec766838b3532f38d53e49b","Family_XI_f","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"e7a499f9a323eb7371e4433ae24c2ba5","Peptoniphilus","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"ff4a81e61c87662b972b90e3ab36e375","[Eubacterium]_saphenum_group","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"fe3c004d8197f1b22882116b5be2deda","Mogibacterium","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"bd70ff86d44ce073392ba44cc682ed77","S5-A14a","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"21aa4b4f658decb90eb33740ce2886c0","[Eubacterium]_brachy_group","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"a13dce895add088f18d0e430280854b1","Romboutsia","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"ca98c2f71fa7860e8be3b69cc0e6c6c1","Peptostreptococcaceae_f","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,FALSE,"94280c1f9f716fbaaac5ea7d1925a3ac","Peptostreptococcus","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"6726658e6ed1b518f3cdae63d51007c1","Proteocatella","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"18ceb20f4a0682ada2a5849583d8a6eb","Clostridium_sensu_stricto_1","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"d5a4ec4339c4955f94811de7690ef425","Leptotrichia","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"71c05ef4f89bfda417762c6a3a199da5","Fusobacterium","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"a5dd882b4a1e48909e5c51966530bf29","Turicibacter","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,FALSE,"777af065fba986b3744a73d72c79c51d","Solobacterium","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"dc4c06e76c80792a6dd6a5170e96a392","Streptococcus","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"e075d7d3b6ae899ef1e8ccba4cd5114e","Lactococcus","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,TRUE,"46ec4ed0a75b0fcf231f1e4ff262fa8d","P5D1-392","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,FALSE,"ee5be990233f99eded70433e365148ee","Lactobacillales_o","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,TRUE,"3f23ceb1ef108f7ce9cc7e5665c1f6af","Atopostipes","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"f5b86fa349f1d8d5abe6b1f25e437279","Salinicoccus","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"28791a195fb16e432f328fc38c217a16","Staphylococcus","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"bb22e6d2b4e7939ff1edc50cab5c9130","Bacillus","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"e423277f6fcd9bead5bf13ade58d4de5","Brevibacillus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"caa5248c2660878fac2218b81b13b8e0","Lysinibacillus","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"126f3c073f21d6632d9d256142537db3","Sporosarcina","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,TRUE,"4ceaf0eaf760e1d547cc7b69a0caf8af","Leuconostoc","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"6bee3eeab5d2aed2aab34621e25b49d8","HT002","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"116562121bfd1151c28e32ea067b1228","Lactobacillaceae_f","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,TRUE,"026a1823043132ceb767cb524b84af87","Eremococcus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"20c71ebbcfbabf45f16036be051b7769","Gemella","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"f0a2510f876ac61a2018bf5abf3db6a2","Dubosiella","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"9ae36e9a8e7cceb827cfd1fa46652a45","Veillonella","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"f701cbc5da10b2d9cba3b0728f832f73","AKYG1722","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"74aa557dd13c317520912ce37b152b31","JG30-KF-CM45","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"7db7de8a510d8e855bc4f30b30e33de0","Treponema","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"e863f60c2b404781ce435283c0b37574","Calothrix_PCC-6303","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"858b9292b21db7fe07ea3cc766b912dc","Taibaiella","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"94ba1d038ff0bdf31a29042ca50df39d","Haoranjiania","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"ae7508e0c0f5db07a8e8242c6148c34d","Lacibacter","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"b4cc697fe846f736906b4d261b088dfd","Hymenobacter","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"de2b4b14636d09e2d4611f822ab82457","Bacteroidia_c","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"b230581a663e0797c9116d2661cab125","Sphingobacterium","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"4ca87931296e46e2741cdfd5d76d51e4","Pedobacter","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"fe278eabfc85664fcf6e9acd8162be2d","Porphyromonas","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"93e5a7a097bc4ddfb97c9908b7e32efd","Prevotellaceae_f","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"50a12e0b6a6399f107bdfcadc93a8cc4","Prevotella","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"300837fe392a9506546f1970bd365d4b","Prevotella_7","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,FALSE,"05fcdbf22abe66e94b0ede4dfd85ca1e","Alloprevotella","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,TRUE,"b765346d065e508c6263c505decbb3f2","Muribaculaceae","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"1422aef8849148a9b52ce185862dc22f","Capnocytophaga","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"1a7e4f61cb855f1cf44b93f02d1e46e3","Flavobacterium","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"b9879da874f023629c4384ada519ba98","Fluviicola","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"41fbe47dd5c90d3ffeac5d5f7c2cc30d","Chryseobacterium","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"dc9e2860e3fa93f9e4bf136144d697d6","Weeksellaceae_f","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"fe00e9dc2b0d57671c5d87b12972291f","Cloacibacterium","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"205b8ebbe28117767c6974e1c4e05f03","LWQ8","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,FALSE,"d233b6edb8f37e7f43a781f4ed7c7a7e","Saccharimonadales_o","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,TRUE,"b76595ac6cd24bb842f1374a9733e373","Saccharimonadales","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"d28702f527ca84119434a5d089dea094","TM7x","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"92981a4f9e607d7f28d045957da39fcf","Saccharimonadaceae_f","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,TRUE,"d4841fd1d61b4703cdd6ce863db17fea","Saccharimonadaceae","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"85c44a334114a5e2ca8dbe7d74e191d7","TM7a","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"303f5cdac869c2dc02db6ebe1323e12a","Deinococcus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"a433a2d87737d2dbf73ad13321f67911","Thermus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"a1e2b28fb788c9542caf556c169bd434","Hyphomicrobium","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"a47b8216f72af411c683bfe0846aa555","Pedomicrobium","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,TRUE,"b0ce3a4407f76fe40d761ea266b304ff","Microvirga","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,TRUE,"d8a7df9e8bf0ac6efceee3f0424a5090","Beijerinckiaceae_f","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"b66b3e7d5986ed8721f7bd4f6538105c","1174-901-12","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"5dac0955f00d983d7557e718591f0f42","Methylobacterium-Methylorubrum","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"fa5d10d0f5b3457021cf635a8268b986","Bosea","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"87a6bbed6ceb02ec381f45db5ed37984","Afipia","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,TRUE,"75867d7a16d9647ce25057cc21524cd3","Xanthobacteraceae_f","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"b7efbc42c9ff68fc2a12b5046976cfe6","Psychroglaciecola","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"719f736c916092f6d392c5a46e1091ea","Hyphomonadaceae_f","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,TRUE,"8f120cf4ec104620d09446cdfbd8b7e9","Caulobacteraceae_f","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"0adf67a3e396926259316a14f66e7ca1","Brevundimonas","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,TRUE,"e04521050f0d75fa388bddc4f2f34e56","Caulobacter","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"d31a407f8ea48b0ffb218c273e96aca7","Phenylobacterium","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"54581694fce0637591ea45b0eff658f0","Rhodobacteraceae_f","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"65c9fb2233a8c0d21e99ba69d13d1e6d","Haematobacter","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"cec2b7d32bc35658a948ffb4c0357677","Amaricoccus","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"515ecf421a951bc274a7daaa791dc894","Paracoccus","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,TRUE,"b42d663cf6e4bf6e9916cf88ac74a818","Rhizobiaceae_f","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"9366c1f1fa59361f62f702f094ae0c21","Aliihoeflea","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"c213f9d573bc251e6187c95f276feca6","Shinella","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"b7b3626747fe84c91b5f419eea29bbdf","Ensifer","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"6cba61242453f471b9c15fdcb5026986","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"8bad83080a2375457f0c9a882b0518b9","Devosia","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"49bd242006920acb2126ab0ceac5df84","D05-2","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"1e143504935212a1de58af7db86e9075","Alphaproteobacteria_c","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"baec25fd95d764324fe292e10e6f1620","Sphingomonas","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"6d6ea94f2c732bf7767af01e1308cb38","Rhizorhapis","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,TRUE,"6e52e1651130d2a07800abe723ea721e","Sphingomonadaceae_f","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,TRUE,"84739218645d09374bcecea50306c590","Sphingobium","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"7a1929bf9979112b01541e3fc354d129","Qipengyuania","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"c25c933a077c8f1489487077ae49d897","Novosphingobium","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"abdb10ef959af94d4fc7574d556e3633","Rickettsia","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"97402210ae7735706d9a9a42b71b8fda","Acetobacteraceae_f","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,TRUE,"49bf16e6c356ce0fafd1a644e47ce762","Bacteria_k","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,TRUE,"1b5f84de8f1ac02d81de16f9b8ae2d0e","Roseomonas","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"76c7175da051546f4e9a9e16b80491d0","Craurococcus-Caldovatus","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"fe64ec7791e1fcd2d40f449b7ec5b4bb","Muricoccus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"abd0febc117d23cd49b9d4ef431153bc","Rhodovarius","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"bc9fce29d86dd59b106f60bd7b227020","Belnapia","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"670ff01449495039c6e52f5f0fe307b1","Acidocella","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"639fa34b4e7141c951ee83fd68fe2b47","Gluconacetobacter","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,FALSE,"67ea33e6e92c2b3175cf2c5bd905476b","Acetobacter","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"58eb82260a9cf04183552f4c539e2fac","Stenotrophomonas","Forehead","No abundance filtering"
FALSE,TRUE,TRUE,TRUE,FALSE,"0cbd1ae79969bad86b80d96bf2b6b814","Luteimonas","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"eca7f723fb8b7b170b6f546b650537f7","Thauera","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"82504c984bcb5a584c737c78906bd2bf","Massilia","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"6899a05aba1c79bb03f4b1df326b5884","Neisseria","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"55129a90f08f521cd6bd80a65b8308fc","Methylophilus","Forehead","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"19045d0398e54e66ed333ad6780ae0d4","Neisseriaceae_f","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"5f52a8f708db5f6885b892c90f153983","Hydrogenophilus","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"906baa19422f87b92ad2957fae66a741","Methyloversatilis","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"1fe1d90a93ffe8b8c2b7b32be0e750ea","Cupriavidus","Forehead","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"806198a51c28a0e3cbb56fd6251ea18e","Comamonas","Forehead","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"30d17b384b5e354005c2cb37d6aaf069","Comamonadaceae_f","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"ec6e497c2bea91ad44fad5bd08f3a5d2","Xenophilus","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"abd916b960b81098025c1ca1755c6cc3","Variovorax","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,TRUE,"b510eab43bc2ae3ce44ca3332afb6774","Acidovorax","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"a4bfcc56025d3266ec1c86c82e266e12","Aquabacterium","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,TRUE,"403eadaf52132415552a3a9990cf2070","Tepidimonas","Forehead","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"394b62243678d5f00cbfb8f1c4a6ee6d","Schlegelella","Forehead","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,FALSE,"da903c8d827a0808b8325dd9585b5c08","Burkholderia-Caballeronia-Paraburkholderia","Forehead","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"84b98c898e7a9a2d3f9b1be2df4908c7","Lautropia","Forehead","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"94d3ada8c73a636337fccb769efa8b28","Enterobacterales_o","Forehead","No abundance filtering"
