"Type 1","Type 2","Type 3","Type 4","Type 5","taxon_id","Genus","subset","filtering"
FALSE,TRUE,FALSE,TRUE,TRUE,"84f932f291b157ef5aaf93a5ea82ebb2","Sphingopyxis","Total","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,FALSE,"aa57923408765fc46bc15cbeaa7491a6","Skermanella","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"abdb10ef959af94d4fc7574d556e3633","Rickettsia","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"97402210ae7735706d9a9a42b71b8fda","Acetobacteraceae_f","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,TRUE,"49bf16e6c356ce0fafd1a644e47ce762","Bacteria_k","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"1b5f84de8f1ac02d81de16f9b8ae2d0e","Roseomonas","Total","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"76c7175da051546f4e9a9e16b80491d0","Craurococcus-Caldovatus","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"fe64ec7791e1fcd2d40f449b7ec5b4bb","Muricoccus","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"abd0febc117d23cd49b9d4ef431153bc","Rhodovarius","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"bc9fce29d86dd59b106f60bd7b227020","Belnapia","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"670ff01449495039c6e52f5f0fe307b1","Acidocella","Total","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"639fa34b4e7141c951ee83fd68fe2b47","Gluconacetobacter","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"75195c7c5253e5a13cb2176aa9f782c2","Asaia","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"40b48ec694b884aa93cc33fbfb00d625","Kozakia","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"67ea33e6e92c2b3175cf2c5bd905476b","Acetobacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"9e3c906dc28276c52554085ff636a2a8","Rickettsiella","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"66b7507662a94e6fba998da71404a5b8","Nevskia","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"64c6c9854a1938f12b659f40a0f6a954","Vulcaniibacterium","Total","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,FALSE,"4599f62c522946dffd848e0b0d9fca4b","Xanthomonas","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"342ce74435d2330505ee013a1e0cfe40","Pseudoxanthomonas","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"58eb82260a9cf04183552f4c539e2fac","Stenotrophomonas","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"b49c1c742ff9a26c0ce116574c094ea7","SN8","Total","No abundance filtering"
FALSE,TRUE,TRUE,TRUE,FALSE,"0cbd1ae79969bad86b80d96bf2b6b814","Luteimonas","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"d8b64490de90a224be2172096edcb67b","Xanthomonadaceae_f","Total","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"a7382b45b4ef915003f6e6983632974f","Lysobacter","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"ec788ffe7eee824ad4c2d4519f2eb96b","Burkholderiales_o","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"eca7f723fb8b7b170b6f546b650537f7","Thauera","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"82504c984bcb5a584c737c78906bd2bf","Massilia","Total","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,TRUE,"6899a05aba1c79bb03f4b1df326b5884","Neisseria","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"55129a90f08f521cd6bd80a65b8308fc","Methylophilus","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"19045d0398e54e66ed333ad6780ae0d4","Neisseriaceae_f","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"5f52a8f708db5f6885b892c90f153983","Hydrogenophilus","Total","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,TRUE,"906baa19422f87b92ad2957fae66a741","Methyloversatilis","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"1fe1d90a93ffe8b8c2b7b32be0e750ea","Cupriavidus","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,TRUE,"b03c414290fa278a0f09d9b4c819ac40","Ralstonia","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"67ebdb997e828699fa913b0ed18ba924","Ottowia","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"806198a51c28a0e3cbb56fd6251ea18e","Comamonas","Total","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,FALSE,"30d17b384b5e354005c2cb37d6aaf069","Comamonadaceae_f","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"a36f517260cdac623044af72be907f03","Delftia","Total","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"ec6e497c2bea91ad44fad5bd08f3a5d2","Xenophilus","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"abd916b960b81098025c1ca1755c6cc3","Variovorax","Total","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,TRUE,"b510eab43bc2ae3ce44ca3332afb6774","Acidovorax","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"a4bfcc56025d3266ec1c86c82e266e12","Aquabacterium","Total","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,TRUE,"403eadaf52132415552a3a9990cf2070","Tepidimonas","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"c16bda45083cf985cb674a0320788363","Pelomonas","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"394b62243678d5f00cbfb8f1c4a6ee6d","Schlegelella","Total","No abundance filtering"
TRUE,FALSE,FALSE,TRUE,TRUE,"da903c8d827a0808b8325dd9585b5c08","Burkholderia-Caballeronia-Paraburkholderia","Total","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,FALSE,"84b98c898e7a9a2d3f9b1be2df4908c7","Lautropia","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"8d8da6172e2c91f26a13e27dea7fcb95","Coxiella","Total","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,FALSE,"01a417c3176de0348b0ca6ceefbd4491","Legionella","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"f74d3e35b55e74c8e5323eeb0f436f14","Methylomonas","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"2eb5f39293ce179eff805fa32d12a432","Alishewanella","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"94d3ada8c73a636337fccb769efa8b28","Enterobacterales_o","Total","No abundance filtering"
TRUE,TRUE,TRUE,FALSE,FALSE,"a2e29f5d7001469edc6a394262a51f75","Erwiniaceae_f","Total","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"5e28fbbd337c610b6bc1e4b000c0342f","Enterobacteriaceae_f","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"e50d17ad0dc1144b6adebdcc150f3b51","Pantoea","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"8fa0171ff9cdc7f7e3d869c458a4a73a","Raoultella","Total","No abundance filtering"
FALSE,TRUE,TRUE,TRUE,TRUE,"3444f19e0cb194dfbd485cc396c59f71","Haemophilus","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"5325c97ed1a497a5a586815b59aed735","Enhydrobacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"5d7c35adf23e3104ee8e2886a1194c17","Acinetobacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"2c87af46c878a9884a0e448e106cfe42","Pseudomonas","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"29426558992083b53aba3b5adfb62ebc","Cellvibrio","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"fadf24138f6bd36ac33ba59dafc1be2b","Thiopseudomonas","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"ed198d2e3e59eb9b4f0cef8d45e05e98","Myxococcaceae_f","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"38ce145ffdcca956e2be1b6f332f8afb","Bdellovibrio","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"71ddab1f3aa488f911f2b333353e2f78","Oligoflexaceae_f","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"8513c3d7e955e463f8fb4b0e3f8ca6b0","Gastranaerophilales","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"6e84be0d93bffb85cad87ffe27fc41f9","Coriobacteriales_o","Total","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"9e0c133b35d63be7741321765a951d0e","Olsenella","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"543ac8da8a84103fde70c9ee9ccf3aeb","Atopobium","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"2dba47ded95ae634746f33d9c695e7f9","Armatimonadales","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"b6490793b61729fade75800b9a5746ab","Hydrogenobacter","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"9b21b487cca15d9243173e6003fe5f67","Gemmatimonadaceae_f","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"f8e719549495b584e09aed57e8d9b853","Gemmatimonas","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"db9c46272955268b239e5d89618d7ac1","Berkelbacteria","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"aeecfb2e13eb0e176bff7d58e44422f9","Abditibacterium","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"259733dd148441d7853462e466b51c86","SM1A02","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"4e9ca07dcaec7e38e8c0689eb78540e3","Paludisphaera","Total","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,FALSE,"8accb7ac69a09173bb86ac2883b7dff7","Isosphaeraceae_f","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"21967f8f24338037507b06be0cbaa356","Pirellula","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"86d9f851fe319e04da6496f277487456","Pirellulaceae_f","Total","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"713362abd8c4912d6c7d4caa1e766625","Pir4_lineage","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"d2b0b2aee1af0c2d0b268bbdd47e2924","Gemmataceae_f","Total","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"5e75994e109e5e60edd869e18ac9e50a","Gemmata","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"d78c7661f8e59acd50c80e8f2fd19582","Fimbriiglobus","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"c9b3032f54d5eae836e9bbc111d61d57","SH-PL14","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"c89aa29e55284c3120bbcee0177c18b9","Planctomycetales_o","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"c0948aae3210c6d223a5b3ac7bc18fb0","Planctomicrobium","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"d27a5dbc45888651009c7373394586e2","Planctomycetes_c","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"aa746099ad73c67aac56c81536549595","Thermoleophilum","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"7515c96cc69c940c2521d2ed4ac90adc","67-14","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"4518e5b3f462a669d90839f07bd8c881","Conexibacter","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"dcf66aa40723a77eaf2bb42cb2c63f73","Patulibacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"e26b0fa334d8f338ba34578cb7c0d3cc","Parviterribacter","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,TRUE,"292254d46addbc010ae77b2aad22c07b","Microtrichales_o","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"5bd3af0138e11ba03030ffee3ff0d14d","Acidimicrobiia_c","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"4748e8a42d43b5abde091a50264f9a92","Blastococcus","Total","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,TRUE,"261dfeeb6c011ef257861b2a0fe3bb7d","Brevibacterium","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"81e7661c8ebb6e0fc435211e9aa6a47c","Kocuria","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"443fb2d16fc7d839c24c5a7a7826dec6","Rothia","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"07f823ed91fe424a88e175a9101db80f","Kytococcus","Total","No abundance filtering"
FALSE,TRUE,TRUE,TRUE,TRUE,"db1e0886cb9529333a47b8ff4347c63b","Intrasporangiaceae_f","Total","No abundance filtering"
FALSE,TRUE,TRUE,FALSE,FALSE,"21673413c8312614eaf4f3f0e9ac6eba","Knoellia","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"873b0b68e099323e1d2ca5d17606a11d","Pseudoclavibacter","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"e3cf88a0fc4731af23d477c14f7f8de6","Galbitalea","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"46b0ba5afe1e2b9268573006c628405a","Plantibacter","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"bff2858a173d483d7604323d8fc9a6e9","Diaminobutyricimonas","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"9ac455d7d7a26fed46036043403628e6","Agrococcus","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"c123804c63e25b6390ad734e64c31e6c","Microbacterium","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"f889bb2bb25f73012084bb11ae950a17","Microbacteriaceae_f","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"0db1ad2d6b4b45fa3e3e40aa9f5ee692","Janibacter","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"c8f0916f6fd2f533a204b73879084a4f","Cellulomonas","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"2235fb3906484370e48c37388c4cd746","Promicromonospora","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"488029799c26f2d7eaf7df8899ad7c34","Cellulosimicrobium","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"79c2d824228c4d17533d54fa05f593ed","Terrabacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"2babd2316a955b8126c1d574928eded1","Arsenicicoccus","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"79efcc373159c11685c8a7343b8e0cd9","Ornithinicoccus","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"cbb091b5e5b0289d04c52c93172f0400","Ornithinimicrobium","Total","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,TRUE,"978d54ee5abc9bf229fa247683b8d7f2","Dermabacter","Total","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,TRUE,"f5f63b20073a5689ec99521de809cfa9","Brachybacterium","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"9fb4d1ef56025a3efd044096543a3686","Leucobacter","Total","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"867ea09fd0e8bc911475f9097bd2e57d","Arthrobacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"aa84576af3343730c84146140496a807","Calidifontibacter","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"2bec1063c452ea81ad6d1f8ea021d50d","Yimella","Total","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"041a808460c3e20eb708113a5ae6533d","Mobilicoccus","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"f88845e22ed4975c40c05e8f527554b3","Piscicoccus","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"73664aa4932bcfe5379274e489d0bf1c","Micrococcus","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,TRUE,"4961a9855736776cbb628fcf27ee7f72","Actinobacteria_c","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"8c78f224069832cd7fd7e9efcf616ab9","Dermacoccus","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"13b8688bc0b096a8da1566d3bb25a9db","Williamsia","Total","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,TRUE,"c3241e1fde3826e45858fd4cd3f070d5","Streptomyces","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"8d3243f2860964ff8177daf941fb6068","Lechevalieria","Total","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"1a917b265c943f0b7fe898239bb29ed5","Millisia","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"0de497e4baa9d071845afc073d10fba6","Gordonia","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"a1d949f27725f089c27c233027c5f692","Rhodococcus","Total","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"79ab60724f24643048b657b079f00b4b","Corynebacteriales_o","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"e582ed5906dc643509303e1e7de0e8e9","Actinomycetospora","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"a8ebe6695f3741b63f135708fa4c894d","Pseudonocardia","Total","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"f7734641299f704d4883f5df11e8e3ab","Nocardia","Total","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,FALSE,"78f43f7e335424a99400a11453add8ab","Tsukamurella","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"33a077fde7c403e6b08c5b967e3df0a1","Mycobacterium","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"daca34875367c76ab8b8452940d60fdf","Dietzia","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"0df52bde0ac287bb20a6c5a9a66201f2","Lawsonella","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"8de58ef371630c3e4c24d74a8f7ecf2a","Corynebacteriaceae","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"04ae6d4e93605dc0fd87868b6069bbbf","Corynebacteriaceae_f","Total","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"b5abf1472c7313362f3234de5c1a8efa","Corynebacterium","Total","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"2e914ff49c78ff61df377999bbc52463","Marmoricola","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"ac4224d32dea1c7253ed5070a65a1b3e","Nocardioides","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,TRUE,"37640dc68ceb2f67423497241ff862f3","Friedmanniella","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"3859ddfb4885964844ff7ada513a2597","Microlunatus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"892feb56530bc24bd758934e83f18b92","Micropruina","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"d8e59a58b1954757c26b879a9829c4a7","Tessaracoccus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,TRUE,"c14e1054ccbbabd5f6ed8a6dab092c54","Marinilutecoccus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,TRUE,"3270d6c06b6b0f0e2af3d81851a3993f","Scardovia","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"e523791eca087d243d36477d28789915","Varibaculum","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"39b80e4af59dd44a181b5a148a6f8a0d","Actinomycetaceae","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"ada74c108a4de9611526f0c0c7ad4fc9","Actinomyces","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"10338681707ca5771140ff6bd4937dd3","Georgenia","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,TRUE,FALSE,"668ddc46cdbec2642f49fddde18308d2","Propioniciclava","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"856925f916eba95f669698c572f88d93","Propionibacteriaceae_f","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"2c38d9d5742202da694d4721608fd637","Cutibacterium","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"01cef7193e22002921dd48ed9ba9882b","Antricoccus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"30e001262d5e22bc9879c1a6b14058cc","Nakamurella","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"f86053770615e8c2bed9d08c8218914b","Nocardiopsis","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"0246880f263e5f9d050691d5c089a905","Jiangella","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"fd06b5bd8feab452ba90c4c2eb3729ac","Micromonosporaceae_f","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"2e728bead79d32a1b0788c8f2d3d8420","Babeliaceae","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"11aa9d4b0a51ee2a4e2a067c3db710f6","JGI_0001001-H03","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"34085f1836e0fbc2e8a1843a65e93757","Oscillibacter","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"92201a0da9fc3ee6db6f359cdc9ae158","Colidextribacter","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"2e9cafa6d587316096144e3d099fb30a","Incertae_Sedis","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"ca9f4bee4554e862e06ba4c488055776","Christensenellaceae_R-7_group","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"a0cd40d7714e666b1d764840b3cdf319","Clostridia_UCG-014","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"7b789ab34a526249c04870ec1e3b14fb","Stomatobaculum","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,TRUE,"17a056ac493560449848261b2f51d68f","Oribacterium","Antecubital fossa","No abundance filtering"
TRUE,TRUE,FALSE,TRUE,FALSE,"27325c30c47914898ef234447825ab83","Lachnospiraceae_f","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,FALSE,"0cdb0219ef84707001971bd8592d6a11","Lachnospiraceae_NK4A136_group","Antecubital fossa","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,FALSE,"69ff34f58e584c0b1b02a7bcfdf855fd","Lachnoanaerobaculum","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"72558b780028629aa73abc3c75849338","Anaerococcus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"15287379f901b0787b04f6432a2f8bcf","Fenollaria","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"f3c298b72522fa8756d13ae50332f012","Finegoldia","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,TRUE,TRUE,"f62c486b44892e1e1254d83edcef4f0b","Parvimonas","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,FALSE,FALSE,"545e02d32bf168637a36e7689eb58894","Ezakiella","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"3647fcaddec766838b3532f38d53e49b","Family_XI_f","Antecubital fossa","No abundance filtering"
FALSE,TRUE,FALSE,TRUE,FALSE,"029c76efcff7044afc7a4d56e859c483","Tissierella","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"e7a499f9a323eb7371e4433ae24c2ba5","Peptoniphilus","Antecubital fossa","No abundance filtering"
TRUE,TRUE,TRUE,TRUE,TRUE,"fe3c004d8197f1b22882116b5be2deda","Mogibacterium","Antecubital fossa","No abundance filtering"
FALSE,TRUE,TRUE,TRUE,TRUE,"fab4e6f2ff0d67c9da977d16fc3cb422","[Eubacterium]_nodatum_group","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"bd70ff86d44ce073392ba44cc682ed77","S5-A14a","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,TRUE,"21aa4b4f658decb90eb33740ce2886c0","[Eubacterium]_brachy_group","Antecubital fossa","No abundance filtering"
TRUE,FALSE,FALSE,FALSE,FALSE,"c8a6218790712b8c08f605b865c6e497","Paeniclostridium","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,FALSE,"a13dce895add088f18d0e430280854b1","Romboutsia","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"94280c1f9f716fbaaac5ea7d1925a3ac","Peptostreptococcus","Antecubital fossa","No abundance filtering"
FALSE,FALSE,FALSE,FALSE,TRUE,"054a3d89b18fe9efb721eae0b64f969b","Filifactor","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"18ceb20f4a0682ada2a5849583d8a6eb","Clostridium_sensu_stricto_1","Antecubital fossa","No abundance filtering"
TRUE,TRUE,FALSE,FALSE,TRUE,"71c05ef4f89bfda417762c6a3a199da5","Fusobacterium","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,TRUE,TRUE,"a5dd882b4a1e48909e5c51966530bf29","Turicibacter","Antecubital fossa","No abundance filtering"
TRUE,FALSE,TRUE,FALSE,FALSE,"92439753fa9d8bf5da75e3ee7c14e69f","Anaeroplasma","Antecubital fossa","No abundance filtering"
FALSE,FALSE,TRUE,FALSE,FALSE,"73948445c2534487d73c1402eb9ca852","Bulleidia","Antecubital fossa","No abundance filtering"
