"sample_1","sample_2","distance_value","subject_1","site_1","type_1","subject_2","site_2","type_2","same_participant","same_site","same_system","comparison_group","filter_id","filter","distance_id","distance"
"001AcLUSw_4","002AcLUSw_3",0.324029952348536,"S001","Antecubital","Type 4","S002","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002AcLUSw_3",0.368958475153165,"S001","Antecubital","Type 1","S002","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002AcLUSw_3",0.625085091899251,"S001","Antecubital","Type 2","S002","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002AcLUSw_3",0.468175629680054,"S001","Forehead","Type 5","S002","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002AcLUSw_3",0.40639891082369,"S001","Forehead","Type 3","S002","Antecubital","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002AcLUSw_3",0.383083730428863,"S001","Forehead","Type 4","S002","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002AcLUSw_3",0.451327433628319,"S001","Forehead","Type 1","S002","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002AcLUSw_3",0.420353982300885,"S001","Forehead","Type 2","S002","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002AcLUSw_3",0.488427501701838,"S002","Antecubital","Type 5","S002","Antecubital","Type 3",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002AcRUSw_1",0.482641252552757,"S001","Antecubital","Type 5","S002","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002AcRUSw_1",0.441797140912185,"S001","Antecubital","Type 3","S002","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002AcRUSw_1",0.33645336963921,"S001","Antecubital","Type 4","S002","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002AcRUSw_1",0.207624234172907,"S001","Antecubital","Type 1","S002","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002AcRUSw_1",0.661334240980259,"S001","Antecubital","Type 2","S002","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002AcRUSw_1",0.265486725663717,"S001","Forehead","Type 5","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002AcRUSw_1",0.20353982300885,"S001","Forehead","Type 3","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002AcRUSw_1",0.181926480599047,"S001","Forehead","Type 4","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002AcRUSw_1",0.249149081007488,"S001","Forehead","Type 1","S002","Antecubital","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002AcRUSw_1",0.218005445881552,"S001","Forehead","Type 2","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002AcRUSw_1",0.504594962559564,"S002","Antecubital","Type 5","S002","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002AcRUSw_1",0.259360108917631,"S002","Antecubital","Type 3","S002","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002AcRUSw_2",0.376616746085773,"S001","Antecubital","Type 5","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002AcRUSw_2",0.379850238257318,"S001","Antecubital","Type 3","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002AcRUSw_2",0.343771272974813,"S001","Antecubital","Type 4","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002AcRUSw_2",0.40639891082369,"S001","Antecubital","Type 1","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002AcRUSw_2",0.64567733151804,"S001","Antecubital","Type 2","S002","Antecubital","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002AcRUSw_2",0.495915588835943,"S001","Forehead","Type 5","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002AcRUSw_2",0.434138869979578,"S001","Forehead","Type 3","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002AcRUSw_2",0.40997277059224,"S001","Forehead","Type 4","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002AcRUSw_2",0.479237576582709,"S001","Forehead","Type 1","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002AcRUSw_2",0.447923757658271,"S001","Forehead","Type 2","S002","Antecubital","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002AcRUSw_2",0.487066031313819,"S002","Antecubital","Type 5","S002","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002AcRUSw_2",0.183968686181076,"S002","Antecubital","Type 3","S002","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","002AcRUSw_2",0.280292716133424,"S002","Antecubital","Type 1","S002","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002FhCUSw",0.631381892443839,"S001","Antecubital","Type 5","S002","Forehead","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002FhCUSw",0.607045609257999,"S001","Antecubital","Type 3","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002FhCUSw",0.514465622872702,"S001","Antecubital","Type 4","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002FhCUSw",0.296630360789653,"S001","Antecubital","Type 1","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002FhCUSw",0.798502382573179,"S001","Antecubital","Type 2","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002FhCUSw",0.0134445200816882,"S001","Forehead","Type 5","S002","Forehead","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002FhCUSw",0.093430905377808,"S001","Forehead","Type 3","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002FhCUSw",0.113512593601089,"S001","Forehead","Type 4","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002FhCUSw",0.0365895166780123,"S001","Forehead","Type 1","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002FhCUSw",0.0769230769230769,"S001","Forehead","Type 2","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002FhCUSw",0.628148400272294,"S002","Antecubital","Type 5","S002","Forehead","Type 5",TRUE,FALSE,TRUE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002FhCUSw",0.475323349217155,"S002","Antecubital","Type 3","S002","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","002FhCUSw",0.2714431586113,"S002","Antecubital","Type 1","S002","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","002FhCUSw",0.503233492171545,"S002","Antecubital","Type 2","S002","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002FhLUSw_3",0.625085091899251,"S001","Antecubital","Type 5","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002FhLUSw_3",0.600408441116406,"S001","Antecubital","Type 3","S002","Forehead","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002FhLUSw_3",0.50782845473111,"S001","Antecubital","Type 4","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002FhLUSw_3",0.28931245745405,"S001","Antecubital","Type 1","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002FhLUSw_3",0.792205582028591,"S001","Antecubital","Type 2","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002FhLUSw_3",0.0068073519400953,"S001","Forehead","Type 5","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002FhLUSw_3",0.0857726344452008,"S001","Forehead","Type 3","S002","Forehead","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002FhLUSw_3",0.105854322668482,"S001","Forehead","Type 4","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002FhLUSw_3",0.0301225323349217,"S001","Forehead","Type 1","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002FhLUSw_3",0.0694349897889721,"S001","Forehead","Type 2","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002FhLUSw_3",0.61997957794418,"S002","Antecubital","Type 5","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002FhLUSw_3",0.46715452688904,"S002","Antecubital","Type 3","S002","Forehead","Type 3",TRUE,FALSE,TRUE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","002FhLUSw_3",0.263274336283186,"S002","Antecubital","Type 1","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","002FhLUSw_3",0.495064669843431,"S002","Antecubital","Type 2","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","002FhLUSw_3",0.00953029271613342,"S002","Forehead","Type 5","S002","Forehead","Type 3",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002FhLUSw_4",0.630530973451327,"S001","Antecubital","Type 5","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002FhLUSw_4",0.606194690265487,"S001","Antecubital","Type 3","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002FhLUSw_4",0.513614703880191,"S001","Antecubital","Type 4","S002","Forehead","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002FhLUSw_4",0.295268890401634,"S001","Antecubital","Type 1","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002FhLUSw_4",0.797481279782165,"S001","Antecubital","Type 2","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002FhLUSw_4",0.010211027910143,"S001","Forehead","Type 5","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002FhLUSw_4",0.0915588835942818,"S001","Forehead","Type 3","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002FhLUSw_4",0.111640571817563,"S001","Forehead","Type 4","S002","Forehead","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002FhLUSw_4",0.0353982300884956,"S001","Forehead","Type 1","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002FhLUSw_4",0.0750510551395507,"S001","Forehead","Type 2","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002FhLUSw_4",0.624914908100749,"S002","Antecubital","Type 5","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002FhLUSw_4",0.472089857045609,"S002","Antecubital","Type 3","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","002FhLUSw_4",0.268379850238257,"S002","Antecubital","Type 1","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","002FhLUSw_4",0.5,"S002","Antecubital","Type 2","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","002FhLUSw_4",0.00629680054458815,"S002","Forehead","Type 5","S002","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","002FhLUSw_4",0.0068073519400953,"S002","Forehead","Type 3","S002","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002FhRUSw_1",0.603301565690946,"S001","Antecubital","Type 5","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002FhRUSw_1",0.569094622191967,"S001","Antecubital","Type 3","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002FhRUSw_1",0.467324710687543,"S001","Antecubital","Type 4","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002FhRUSw_1",0.266678012253234,"S001","Antecubital","Type 1","S002","Forehead","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002FhRUSw_1",0.773655547991831,"S001","Antecubital","Type 2","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002FhRUSw_1",0.0512253233492172,"S001","Forehead","Type 5","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002FhRUSw_1",0.064499659632403,"S001","Forehead","Type 3","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002FhRUSw_1",0.0730088495575221,"S001","Forehead","Type 4","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002FhRUSw_1",0.0410142954390742,"S001","Forehead","Type 1","S002","Forehead","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002FhRUSw_1",0.0583730428863172,"S001","Forehead","Type 2","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002FhRUSw_1",0.590367597004765,"S002","Antecubital","Type 5","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002FhRUSw_1",0.423076923076923,"S002","Antecubital","Type 3","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","002FhRUSw_1",0.221068754254595,"S002","Antecubital","Type 1","S002","Forehead","Type 1",TRUE,FALSE,TRUE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","002FhRUSw_1",0.452688904016338,"S002","Antecubital","Type 2","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","002FhRUSw_1",0.0573519400953029,"S002","Forehead","Type 5","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","002FhRUSw_1",0.0498638529611981,"S002","Forehead","Type 3","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_4","002FhRUSw_1",0.0561606535057863,"S002","Forehead","Type 4","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","002FhRUSw_2",0.601259360108918,"S001","Antecubital","Type 5","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","002FhRUSw_2",0.56501021102791,"S001","Antecubital","Type 3","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","002FhRUSw_2",0.457283866575902,"S001","Antecubital","Type 4","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","002FhRUSw_2",0.256637168141593,"S001","Antecubital","Type 1","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","002FhRUSw_2",0.769571136827774,"S001","Antecubital","Type 2","S002","Forehead","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","002FhRUSw_2",0.0767528931245745,"S001","Forehead","Type 5","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","002FhRUSw_2",0.0522464261402315,"S001","Forehead","Type 3","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","002FhRUSw_2",0.0554799183117767,"S001","Forehead","Type 4","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","002FhRUSw_2",0.0634785568413887,"S001","Forehead","Type 1","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","002FhRUSw_2",0.0558202859087815,"S001","Forehead","Type 2","S002","Forehead","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","002FhRUSw_2",0.591048332198775,"S002","Antecubital","Type 5","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","002FhRUSw_2",0.410483321987747,"S002","Antecubital","Type 3","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","002FhRUSw_2",0.19571136827774,"S002","Antecubital","Type 1","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","002FhRUSw_2",0.429543907420014,"S002","Antecubital","Type 2","S002","Forehead","Type 2",TRUE,FALSE,TRUE,"Within participant, between sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","002FhRUSw_2",0.0828795098706603,"S002","Forehead","Type 5","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","002FhRUSw_2",0.0755616065350579,"S002","Forehead","Type 3","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_4","002FhRUSw_2",0.0799863852961198,"S002","Forehead","Type 4","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_1","002FhRUSw_2",0.0418652144315861,"S002","Forehead","Type 1","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","003AcCUSw",0.482811436351259,"S001","Antecubital","Type 5","S003","Antecubital","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","003AcCUSw",0.549523485364193,"S001","Antecubital","Type 3","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","003AcCUSw",0.592920353982301,"S001","Antecubital","Type 4","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","003AcCUSw",0.675459496255956,"S001","Antecubital","Type 1","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","003AcCUSw",0.600068073519401,"S001","Antecubital","Type 2","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","003AcCUSw",0.788801906058543,"S001","Forehead","Type 5","S003","Antecubital","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
