"sample_1","sample_2","distance_value","subject_1","site_1","type_1","subject_2","site_2","type_2","same_participant","same_site","same_system","comparison_group","filter_id","filter","distance_id","distance"
"001FhLUSw_3","003AcCUSw",0.734002722940776,"S001","Forehead","Type 3","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","003AcCUSw",0.724812797821647,"S001","Forehead","Type 4","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","003AcCUSw",0.774336283185841,"S001","Forehead","Type 1","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","003AcCUSw",0.747277059223962,"S001","Forehead","Type 2","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","003AcCUSw",0.679033356024506,"S002","Antecubital","Type 5","S003","Antecubital","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","003AcCUSw",0.569094622191967,"S002","Antecubital","Type 3","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","003AcCUSw",0.62712729748128,"S002","Antecubital","Type 1","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","003AcCUSw",0.568243703199455,"S002","Antecubital","Type 2","S003","Antecubital","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","003AcCUSw",0.796630360789653,"S002","Forehead","Type 5","S003","Antecubital","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","003AcCUSw",0.788461538461538,"S002","Forehead","Type 3","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_4","003AcCUSw",0.79356705241661,"S002","Forehead","Type 4","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_1","003AcCUSw",0.758679373723621,"S002","Forehead","Type 1","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_2","003AcCUSw",0.749489448604493,"S002","Forehead","Type 2","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","003AcLUSw_4",0.679543907420014,"S001","Antecubital","Type 5","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","003AcLUSw_4",0.712389380530973,"S001","Antecubital","Type 3","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","003AcLUSw_4",0.735364193328795,"S001","Antecubital","Type 4","S003","Antecubital","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","003AcLUSw_4",0.831518039482641,"S001","Antecubital","Type 1","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","003AcLUSw_4",0.767699115044248,"S001","Antecubital","Type 2","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","003AcLUSw_4",0.946562287270252,"S001","Forehead","Type 5","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","003AcLUSw_4",0.88716814159292,"S001","Forehead","Type 3","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","003AcLUSw_4",0.868958475153165,"S001","Forehead","Type 4","S003","Antecubital","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","003AcLUSw_4",0.927501701837985,"S001","Forehead","Type 1","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","003AcLUSw_4",0.901293396868618,"S001","Forehead","Type 2","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","003AcLUSw_4",0.806841388699796,"S002","Antecubital","Type 5","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","003AcLUSw_4",0.693498978897209,"S002","Antecubital","Type 3","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","003AcLUSw_4",0.762763784887679,"S002","Antecubital","Type 1","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","003AcLUSw_4",0.72430224642614,"S002","Antecubital","Type 2","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","003AcLUSw_4",0.954901293396869,"S002","Forehead","Type 5","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","003AcLUSw_4",0.946562287270252,"S002","Forehead","Type 3","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_4","003AcLUSw_4",0.953199455411845,"S002","Forehead","Type 4","S003","Antecubital","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_1","003AcLUSw_4",0.906739278420694,"S002","Forehead","Type 1","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_2","003AcLUSw_4",0.900102110279101,"S002","Forehead","Type 2","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"003AcCUSw","003AcLUSw_4",0.483662355343771,"S003","Antecubital","Type 5","S003","Antecubital","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","003AcRUSw_1",0.620490129339687,"S001","Antecubital","Type 5","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","003AcRUSw_1",0.610449285228046,"S001","Antecubital","Type 3","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","003AcRUSw_1",0.611640571817563,"S001","Antecubital","Type 4","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","003AcRUSw_1",0.720217835262083,"S001","Antecubital","Type 1","S003","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","003AcRUSw_1",0.669673247106875,"S001","Antecubital","Type 2","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","003AcRUSw_1",0.83645336963921,"S001","Forehead","Type 5","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","003AcRUSw_1",0.774846834581348,"S001","Forehead","Type 3","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","003AcRUSw_1",0.752382573179033,"S001","Forehead","Type 4","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","003AcRUSw_1",0.817222600408441,"S001","Forehead","Type 1","S003","Antecubital","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","003AcRUSw_1",0.789823008849557,"S001","Forehead","Type 2","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","003AcRUSw_1",0.712389380530973,"S002","Antecubital","Type 5","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","003AcRUSw_1",0.577944179714091,"S002","Antecubital","Type 3","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","003AcRUSw_1",0.628829135466304,"S002","Antecubital","Type 1","S003","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","003AcRUSw_1",0.608917631041525,"S002","Antecubital","Type 2","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","003AcRUSw_1",0.844452008168822,"S002","Forehead","Type 5","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","003AcRUSw_1",0.836793737236215,"S002","Forehead","Type 3","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_4","003AcRUSw_1",0.843090537780803,"S002","Forehead","Type 4","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_1","003AcRUSw_1",0.793737236215112,"S002","Forehead","Type 1","S003","Antecubital","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_2","003AcRUSw_1",0.781824370319946,"S002","Forehead","Type 2","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"003AcCUSw","003AcRUSw_1",0.476684819605174,"S003","Antecubital","Type 5","S003","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"003AcLUSw_4","003AcRUSw_1",0.432096664397549,"S003","Antecubital","Type 4","S003","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","003AcRUSw_2",0.432096664397549,"S001","Antecubital","Type 5","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","003AcRUSw_2",0.541695030633084,"S001","Antecubital","Type 3","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","003AcRUSw_2",0.582368958475153,"S001","Antecubital","Type 4","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","003AcRUSw_2",0.652995234853642,"S001","Antecubital","Type 1","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","003AcRUSw_2",0.646868618107556,"S001","Antecubital","Type 2","S003","Antecubital","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","003AcRUSw_2",0.735874744724302,"S001","Forehead","Type 5","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","003AcRUSw_2",0.685670524166099,"S001","Forehead","Type 3","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","003AcRUSw_2",0.675629680054459,"S001","Forehead","Type 4","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","003AcRUSw_2",0.722600408441116,"S001","Forehead","Type 1","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","003AcRUSw_2",0.695371000680735,"S001","Forehead","Type 2","S003","Antecubital","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","003AcRUSw_2",0.647208985704561,"S002","Antecubital","Type 5","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcLUSw_3","003AcRUSw_2",0.500170183798502,"S002","Antecubital","Type 3","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_1","003AcRUSw_2",0.57215793056501,"S002","Antecubital","Type 1","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcRUSw_2","003AcRUSw_2",0.438393464942137,"S002","Antecubital","Type 2","S003","Antecubital","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhCUSw","003AcRUSw_2",0.73927842069435,"S002","Forehead","Type 5","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_3","003AcRUSw_2",0.733832539142274,"S002","Forehead","Type 3","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhLUSw_4","003AcRUSw_2",0.738938053097345,"S002","Forehead","Type 4","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_1","003AcRUSw_2",0.706262763784888,"S002","Forehead","Type 1","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002FhRUSw_2","003AcRUSw_2",0.696221919673247,"S002","Forehead","Type 2","S003","Antecubital","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"003AcCUSw","003AcRUSw_2",0.518039482641253,"S003","Antecubital","Type 5","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"003AcLUSw_4","003AcRUSw_2",0.581177671885637,"S003","Antecubital","Type 4","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"003AcRUSw_1","003AcRUSw_2",0.525357385976855,"S003","Antecubital","Type 1","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcCUSw","003FhCUSw",0.742511912865895,"S001","Antecubital","Type 5","S003","Forehead","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_3","003FhCUSw",0.743192648059905,"S001","Antecubital","Type 3","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcLUSw_4","003FhCUSw",0.748298162014976,"S001","Antecubital","Type 4","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_1","003FhCUSw",0.754765146358067,"S001","Antecubital","Type 1","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001AcRUSw_2","003FhCUSw",0.76140231449966,"S001","Antecubital","Type 2","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhCUSw","003FhCUSw",0.781143635125936,"S001","Forehead","Type 5","S003","Forehead","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_3","003FhCUSw",0.757998638529612,"S001","Forehead","Type 3","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhLUSw_4","003FhCUSw",0.757998638529612,"S001","Forehead","Type 4","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_1","003FhCUSw",0.771783526208305,"S001","Forehead","Type 1","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"001FhRUSw_2","003FhCUSw",0.760551395507148,"S001","Forehead","Type 2","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
"002AcCUSw","003FhCUSw",0.757317903335602,"S002","Antecubital","Type 5","S003","Forehead","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","prevalence_ge_2","Prevalence >=2 samples","bray","Bray-Curtis"
