"filter_id","filter","sample_name","bray_curtis_to_unfiltered","composition_similarity","subject_id","site_group","swab_type2","Type"
"remove_count_le_1","Remove count <=1","001FhRUSw_2",7.41839762611369e-05,0.999925816023739,"S001","Forehead","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","002AcCUSw",0.00012536041118215,0.999874639588818,"S002","Antecubital","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","002AcLUSw_3",0.000132374354675029,0.999867625645325,"S002","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","002AcLUSw_4",0,1,"S002","Antecubital","Omni","Type 4"
"remove_count_le_1","Remove count <=1","002AcRUSw_1",4.47687693065259e-05,0.999955231230694,"S002","Antecubital","Copan","Type 1"
"remove_count_le_1","Remove count <=1","002AcRUSw_2",0,1,"S002","Antecubital","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","002FhCUSw",0,1,"S002","Forehead","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","002FhLUSw_3",0,1,"S002","Forehead","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","002FhLUSw_4",0,1,"S002","Forehead","Omni","Type 4"
"remove_count_le_1","Remove count <=1","002FhRUSw_1",0,1,"S002","Forehead","Copan","Type 1"
"remove_count_le_1","Remove count <=1","002FhRUSw_2",3.86055669227494e-05,0.999961394433077,"S002","Forehead","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","003AcCUSw",0.000245800901269961,0.99975419909873,"S003","Antecubital","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","003AcLUSw_3",0,1,"S003","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","003AcLUSw_4",0,1,"S003","Antecubital","Omni","Type 4"
"remove_count_le_1","Remove count <=1","003AcRUSw_1",0.000271960837639382,0.999728039162361,"S003","Antecubital","Copan","Type 1"
"remove_count_le_1","Remove count <=1","003AcRUSw_2",0,1,"S003","Antecubital","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","003FhCUSw",0.000479923212286053,0.999520076787714,"S003","Forehead","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","003FhLUSw_3",0,1,"S003","Forehead","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","003FhLUSw_4",0,1,"S003","Forehead","Omni","Type 4"
"remove_count_le_1","Remove count <=1","003FhRUSw_1",0,1,"S003","Forehead","Copan","Type 1"
"remove_count_le_1","Remove count <=1","003FhRUSw_2",0,1,"S003","Forehead","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","004AcCUSw",0.000234590346607235,0.999765409653393,"S004","Antecubital","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","004AcLUSw_3",0.000134916351861836,0.999865083648138,"S004","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","004AcLUSw_4",0.00028619127116623,0.999713808728834,"S004","Antecubital","Omni","Type 4"
"remove_count_le_1","Remove count <=1","004AcRUSw_1",0.000105932203389835,0.99989406779661,"S004","Antecubital","Copan","Type 1"
"remove_count_le_1","Remove count <=1","004AcRUSw_2",0,1,"S004","Antecubital","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","004FhCUSw",0,1,"S004","Forehead","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","004FhLUSw_3",0.000284873231412027,0.999715126768588,"S004","Forehead","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","004FhLUSw_4",0.000155430347775415,0.999844569652225,"S004","Forehead","Omni","Type 4"
"remove_count_le_1","Remove count <=1","004FhRUSw_1",0.000226808800181432,0.999773191199819,"S004","Forehead","Copan","Type 1"
"remove_count_le_1","Remove count <=1","004FhRUSw_2",0.000138312586445374,0.999861687413555,"S004","Forehead","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","005AcCUSw",6.30238860528039e-05,0.999936976113947,"S005","Antecubital","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","005AcLUSw_3",8.1267777326293e-05,0.999918732222674,"S005","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","005AcLUSw_4",0.000237793278376663,0.999762206721623,"S005","Antecubital","Omni","Type 4"
"remove_count_le_1","Remove count <=1","005AcRUSw_1",0,1,"S005","Antecubital","Copan","Type 1"
"remove_count_le_1","Remove count <=1","005AcRUSw_2",0,1,"S005","Antecubital","Puritan_gel","Type 2"
"remove_count_le_1","Remove count <=1","005FhCUSw",0,1,"S005","Forehead","Eswab","Type 5"
"remove_count_le_1","Remove count <=1","005FhLUSw_3",7.59734093067428e-05,0.999924026590693,"S005","Forehead","Puritan_buffer","Type 3"
"remove_count_le_1","Remove count <=1","005FhLUSw_4",0,1,"S005","Forehead","Omni","Type 4"
"remove_count_le_1","Remove count <=1","005FhRUSw_1",0,1,"S005","Forehead","Copan","Type 1"
"remove_count_le_1","Remove count <=1","005FhRUSw_2",0.000193523416333426,0.999806476583667,"S005","Forehead","Puritan_gel","Type 2"
"remove_count_le_2","Remove count <=2","001AcCUSw",0.000170396455753712,0.999829603544246,"S001","Antecubital","Eswab","Type 5"
"remove_count_le_2","Remove count <=2","001AcLUSw_3",0.000778080364586231,0.999221919635414,"S001","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_2","Remove count <=2","001AcLUSw_4",0.000508802279434197,0.999491197720566,"S001","Antecubital","Omni","Type 4"
"remove_count_le_2","Remove count <=2","001AcRUSw_1",0,1,"S001","Antecubital","Copan","Type 1"
"remove_count_le_2","Remove count <=2","001AcRUSw_2",0.00054861322767448,0.999451386772325,"S001","Antecubital","Puritan_gel","Type 2"
"remove_count_le_2","Remove count <=2","001FhCUSw",0,1,"S001","Forehead","Eswab","Type 5"
"remove_count_le_2","Remove count <=2","001FhLUSw_3",0.000327265289425208,0.999672734710575,"S001","Forehead","Puritan_buffer","Type 3"
"remove_count_le_2","Remove count <=2","001FhLUSw_4",0,1,"S001","Forehead","Omni","Type 4"
"remove_count_le_2","Remove count <=2","001FhRUSw_1",6.30775538524348e-05,0.999936922446148,"S001","Forehead","Copan","Type 1"
"remove_count_le_2","Remove count <=2","001FhRUSw_2",7.41839762611369e-05,0.999925816023739,"S001","Forehead","Puritan_gel","Type 2"
"remove_count_le_2","Remove count <=2","002AcCUSw",0.000376081233546426,0.999623918766454,"S002","Antecubital","Eswab","Type 5"
"remove_count_le_2","Remove count <=2","002AcLUSw_3",0.0003088734942417,0.999691126505758,"S002","Antecubital","Puritan_buffer","Type 3"
"remove_count_le_2","Remove count <=2","002AcLUSw_4",0.000311380974622472,0.999688619025378,"S002","Antecubital","Omni","Type 4"
"remove_count_le_2","Remove count <=2","002AcRUSw_1",0.0004029189237588,0.999597081076241,"S002","Antecubital","Copan","Type 1"
"remove_count_le_2","Remove count <=2","002AcRUSw_2",0.00020061186619188,0.999799388133808,"S002","Antecubital","Puritan_gel","Type 2"
"remove_count_le_2","Remove count <=2","002FhCUSw",0,1,"S002","Forehead","Eswab","Type 5"
"remove_count_le_2","Remove count <=2","002FhLUSw_3",0.00010154346060116,0.999898456539399,"S002","Forehead","Puritan_buffer","Type 3"
"remove_count_le_2","Remove count <=2","002FhLUSw_4",0,1,"S002","Forehead","Omni","Type 4"
